,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
2651,D66,2023,2023-03-14,@USER Dank voor het compliment! Je bent natuurlijk altijd welkom bij PARTY 😉 ^Noa,no,coalition,middle,progressive
2652,PvdA,2023,2023-03-12,"""Het is genoeg geweest met rechts beleid. Wij vragen een bijdrage van grote bedrijven en vervuilende industrie. Zodat iedereen kan genieten van betaalbare woningen en schone natuur. Ik heb zin in woensdag, omdat ik weet dat dit pas het begin is.""@USER bij de #HASHTAG (LINK)",no,opposition,left,progressive
2653,GroenLinks,2022,2022-09-06,De energierekening wordt steeds hoger. Voor meer dan een miljoen mensen dreigt acute financiële nood.Daarom roepen wij samen met de @USER het kabinet op: kom met een prijsplafond energie. Een maximumprijs voor de energierekening.Teken de petitie! #HASHTAG (LINK),no,opposition,left,progressive
2654,D66,2022,2022-05-13,"@USER @USER In bepaalde sectoren zijn te weinig goede werknemers, waar arbeidsmigratie een oplossing voor kan zijn. Dit moet natuurlijk wel tegen duidelijke regels voor werkgevers, en tegen misstanden moet opgetreden worden ^Puk",no,coalition,middle,progressive
2655,FvD,2022,2022-10-15,"Onze tijd wordt gekenmerkt door centralisatie en het verdwijnen van kleinschaligheid. In de zorg is het niet anders, terwijl een logische grondslag ontbreekt. En elk jaar wordt het erger. @USER wil die trend omkeren, om zo de kwaliteit in de zorg terug te brengen. #HASHTAG (LINK)",yes,opposition,right,conservative
2656,GroenLinks,2022,2022-07-05,"Facebook en Twitter weten precies wat de meeste clicks en interactie oplevert: verontwaardiging en ophef. En daarmee haat, bedreiging, desinformatie. Het gevolg? Een verdeelde maatschappij. Daarom komt de EU met revolutionaire wetten om de macht van big tech te beperken.#HASHTAG #HASHTAG (LINK)",no,opposition,left,progressive
2657,PVV,2022,2022-01-10,Ze krijgen luxe catering maar willen graag zelf koken. En het is ook onveilig en te koud hier.GA DAN TERUG NAAR JE EIGEN LAND als het je hier niet bevalt!#HASHTAG,yes,opposition,right,conservative
2658,PVV,2022,2022-10-10,"Veel mensen trekken het echt niet meer. Het kabinet komt met een prijsplafond in 2023 maar mensen hebben nu al vaak grote problemen met het betalen van de boodschappen, huur enz.Geldt dat ook voor u? Stuur me uw verhaal dan ga ik voor u knokken bij Rutte:koopkracht@USER (LINK)",yes,opposition,right,conservative
2659,GroenLinks,2023,2023-02-24,"@USER @USER @USER @USER @USER @USER Nee, daar hebben we geen inzage in.",no,opposition,left,progressive
2660,D66,2022,2022-11-19,"Dit was het #HASHTAG We ontmoetten elkaar in Rotterdam, stemden bij de algemene ledenvergadering en bezochten subsessies. (LINK)",no,coalition,middle,progressive
2661,FvD,2023,2023-03-03,Snelheidsboetes zijn sinds 1 maart met bijna 10% gestegen. Zelfs voor fietsers! De geldklopperij van het kabinet kent geen grenzen; op de verkeersveiligheid zal de stijging namelijk vrijwel geen effect hebben.We kunnen deze hebzuchtige overheid stoppen. Stem #HASHTAG op 15 maart! (LINK),yes,opposition,right,conservative
2662,D66,2022,2022-12-08,@USER 50 jaar trots* ^Kim,no,coalition,middle,progressive
2663,FvD,2022,2022-07-05,Opmerkelijk fragment duikt op waarin PARTY-Kamerlid @USER tijdens een interruptie van @USER een handgebaar lijkt te maken dat doet denken aan een shotgun. Past dit binnen de omgangsvormen van de Tweede Kamer @USER #HASHTAG (LINK),yes,opposition,right,conservative
2664,PvdA,2022,2022-07-07,"Wat vind jij?Wat is nu écht nodig om mensen die financieel in de problemen komen, te helpen?",no,opposition,left,progressive
2665,D66,2022,2022-03-14,@USER Wij hebben tegen gestemd omdat wij destijds zelf al een concreet plan hadden ingediend om onderzoek te doen naar een energietoelage voor huishoudens met een laag inkomen: (LINK) Die toelage wordt rond voor 1 april aan zo’n 800.000 huishoudens uitgekeerd. ^Kim,no,coalition,middle,progressive
2666,PVV,2022,2022-01-19,Hoe zou Kaag het vinden als ik die fakkeldrager als adviseur zou aannemen? De wereld zou te klein zijn - en terecht. Maar een veroordeelde moslimterrorist met machinegeweer mag adviseur van Rutte en de PARTY worden. Stelletje hypocrieten.#HASHTAG #HASHTAG,yes,opposition,right,conservative
2667,SP,2023,2023-03-08,Goed nieuws! Naast de provincie Utrecht en Groningen wordt nu ook in Drenthe de eerste stap gezet om onze energie weer in provinciale handen te krijgen! @USER in #HASHTAG (LINK) (LINK),yes,opposition,left,progressive
2668,CDA,2022,2022-12-02,"Het PARTY wil een #HASHTAG Extra maatregelen zijn hard nodig. Zoals meer rookvrije plekken, smaakjesverbod bij e-sigaretten #HASHTAG en minder verkooppunten. Daarom is het PARTY blij met deze maatregelen. (LINK)",no,coalition,middle,conservative
2669,PvdA,2022,2022-12-12,"Sociale vooruitgang gaat niet over het succes van de rijken en komt niet vanzelf aanwaaien.Zet je in voor een ander, voor iemand die het moeilijk heeft. Volg je hart en doe het goede, ook tegen de stroom in. Dáár komt vooruitgang uit voort.De maidenspeech van @USER (LINK)",no,opposition,left,progressive
2670,PvdA,2022,2022-01-17,Al jaren is er een enorme crisis in de jeugdzorg. In plaats van te bezuinigen zou het kabinet juist alles moeten doen om jongeren te helpen.Daarom dienen wij samen met @USER een voorstel in om de bezuiniging van dit kabinet van tafel te halen. ⤵️(LINK),no,opposition,left,progressive
2671,GroenLinks,2022,2022-01-16,"""De zorgcapaciteit moet omhoog."" - @USER #HASHTAG is hoe we daarvoor kunnen zorgen: (LINK)",no,opposition,left,progressive
2672,SP,2022,2022-05-08,"De winsten voor de bedrijven en aandeelhouders, de kosten en uitbuiting voor de samenleving en de arbeidsmigranten. Daarom moeten we arbeidsmigratie reguleren.Lees het interview met @USER in @USER",yes,opposition,left,progressive
2673,GroenLinks,2022,2022-03-16,Stemadvies. 💅Nog maar vijf uur tot de stembussen sluiten!#HASHTAG (LINK),no,opposition,left,progressive
2674,FvD,2022,2022-12-24,"Er wordt voorgesteld om het slavernijverleden nóg meer in het curriculum op te nemen. Zelfs bij de meest elementaire vakken. Jonge kinderen wordt hierdoor een schuldgevoel aangepraat, om iets waar ze níets mee te maken hebben. #HASHTAG wil stoppen met deze woke onzin. (LINK)",yes,opposition,right,conservative
2675,PvdA,2022,2022-02-02,"De allergrootste vermogens, de allerrijkste bedrijven, worden binnen een paar jaar tijd gruwelijk rijk. Terwijl de mensen die weinig hebben, de kloof steeds groter zien worden. Dat moet en kan eerlijker. @USER bij @USER #HASHTAG",no,opposition,left,progressive
2676,PVV,2023,2023-02-22,Geweldig bezoek bij Rokerij Jongens van de Fant op Urk.  Hun zalm is subliem. Met ze afgesproken dat als ik in het Torentje zit zij de Hofleverancier zullen worden 😁 (LINK),yes,opposition,right,conservative
2677,PvdA,2023,2023-03-13,App ons jouw vraag via de PARTY Twijfellijn. 📲Wil je meer weten over onze voorstellen voor een socialer Nederland? Of ben je benieuwd naar wat de PARTY wil in jouw provincie?We staan klaar om al je vragen te beantwoorden. 👉 (LINK) (LINK),no,opposition,left,progressive
2678,PvdA,2023,2023-02-06,"""De belangrijkste koerswijziging voor ons is dat je moet kunnen rondkomen van je werk. Zoals de staking van de ov-medewerkers. Mensen die voor dag en dauw opstaan. Daar kiezen we voor. En dat doen we samen, omdat we samen sterker staan.""@USER bij #HASHTAG",no,opposition,left,progressive
2679,ChristenUnie,2023,2023-03-08,"‘Voor mensen die in nood zijn, moet een plek zijn in de Nederlandse herberg.’@USER over de spreidingswet bij #HASHTAG @USER",no,opposition,left,middle
2680,CDA,2023,2023-03-02,"""Boer zijn is geen gewoon beroep. Het is een manier van leven."" (LINK)",no,coalition,middle,conservative
2681,GroenLinks,2022,2022-05-09,"""Oekraïense vrouwen die zijn gevlucht en ongewenst zwanger zijn, hebben in Polen geen toegang tot veilige abortus. En Nederland doet niets voor hen. We mogen niet accepteren dat mensen in de EU geen toegang hebben tot abortus."" - @USER (LINK) (LINK)",no,opposition,left,progressive
2682,PVV,2023,2023-02-26,Smerige leugenaar Rosenmöller zegt op TV dat ik veroordeeld zou zijn voor discriminatie terwijl ik daarvoor ben vrijgesproken. De man is door zijn haatzaaien medeverantwoordelijk voor de moord op Pim Fortuyn en opent nu opnieuw de jacht. Walgelijk. #HASHTAG #HASHTAG,yes,opposition,right,conservative
2683,D66,2022,2022-12-22,Als ouder wil je het beste voor je kind! Daarom willen wij de Embryowet aanpassen. Zo worden ernstige ziektes niet doorgegeven aan volgende generaties. Met hun voorstel willen @USER en @USER ouders &amp; kinderen leed besparen. Meer weten?👇(LINK),no,coalition,middle,progressive
2684,FvD,2022,2022-02-01,"PARTY'er @USER denkt dat hij @USER juridisch de baas is, maar heeft zelf geen enkel besef van de geldende wetten waardoor ongevaccineerde kinderen worden uitgesloten van het sociaal-maatschappelijk leven. Ze zijn bij @USER totaal de weg kwijt. #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2685,CDA,2022,2022-01-10,"Het nieuwe kabinet is officieel gepresenteerd, heel veel succes! 👏 #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG Dirk Hol (LINK)",no,coalition,middle,conservative
2686,SP,2022,2022-04-13,De ouders en de kinderen van het toeslagenschandaal zijn ongekend onrecht aangedaan. Steun jij de getroffen gezinnen ook? Kom zaterdag naar de steunmanifestatie.👉 (LINK) (LINK),yes,opposition,left,progressive
2687,D66,2023,2023-01-24,Meer bosbranden. Een dreigend tekort aan water. Of juist hevige regenval. De klimaatcrisis is hier en nu.Te veel politieke partijen zien klimaat als gedoe. Dat zorgt voor stilstand of achteruitgang. PARTY maakt wél keuzes en pakt de klimaatcrisis aan. (LINK),no,coalition,middle,progressive
2688,GroenLinks,2023,2023-02-25,"""@USER en ik zijn het vaak eens, en soms ook niet. Maar daar gaat het niet om. In plaats van verschillen te benadrukken, zeggen wij: we werken samen. Niet omdat het makkelijk is, maar omdat het nodig is.""- @USER #HASHTAG (LINK)",no,opposition,left,progressive
2689,PVV,2022,2022-03-12,Schandalig! NOS verslaggever belt campagneleider PARTY om te vragen of PARTY TK invloed kan uitoefenen op PARTY EK om door @USER aangevraagde EK-debat met Kaag di-avond over niet uitvoeren aangenomen AOW-motie uit te stellen. “Want dan is ook TV-debat met Kaag”.  NOS=PARTY!#HASHTAG,yes,opposition,right,conservative
2690,FvD,2022,2022-09-26,Het kabinet doet opnieuw het tegenovergestelde van wat logisch en in het belang van de Nederlandse bevolking is: de #HASHTAG in Groningen wordt nog verder dichtgedraaid. Onze onafhankelijke energievoorziening wordt gesaboteerd door onze eigen bestuurders. #HASHTAG (LINK),yes,opposition,right,conservative
2691,PVV,2022,2022-03-25,"Laat kinderen alsjeblieft kinderen zijn. Scholen moeten ze goed leren lezen, schrijven en rekenen dus kappen met die woke-gekkigheid.",yes,opposition,right,conservative
2692,FvD,2022,2022-03-30,Het kartel veinst de diepe wonden in onze democratie met een grondwettelijke pleister te helen. @USER pretendeert op te komen voor de rechtsstaat terwijl ze de ernstige schendingen van onze grondrechten goedkeurt. @USER laat haar er niet mee wegkomen! #HASHTAG (LINK),yes,opposition,right,conservative
2693,PVV,2022,2022-03-16,Landgraaf 3! 😁,yes,opposition,right,conservative
2694,GroenLinks,2022,2022-01-17,"@USER Dat is een foto van de NOS, die hebben wij niet uitgekozen.",no,opposition,left,progressive
2695,SP,2022,2022-07-06,"Als de Eerste Kamer volgende week tegen #HASHTAG stemt, wordt Nederland hét land dat dit neoliberale verdrag van de EU en Canada stopt.Dat zou een grote overwinning zijn. Wij kiezen voor mensen in plaats van multinationals. #HASHTAG",yes,opposition,left,progressive
2696,CDA,2022,2022-07-02,Partijleider @USER opent de Dag van de Christendemocratie in Nijkerk. #HASHTAG (LINK),no,coalition,middle,conservative
2697,PVV,2023,2023-02-25,"En de PARTY-campagne karavaan trekt door! Woensdag waren we in Almere en Urk, gisteren in Enschede en vandaag naar Helmond, Oss en Tiel! We gaan ons land weer teruggeven aan de Nederlanders en onze eigen mensen weer op 1 zetten!#HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2698,PVV,2022,2022-03-28,"Wesley wilde me graag ontmoeten en interviewen en was daarom bij me op bezoek vandaag in de Tweede Kamer, mogelijk gemaakt dankzij de inspanningen van de Stichting Make-A-Wish @USER was een geweldig leuk bezoek, wat een superaardige en slimme jongeman die Wesley! (LINK)",yes,opposition,right,conservative
2699,FvD,2023,2023-03-01,"#HASHTAG wil 'woke uit de scholen halen': ""Je moet kinderen niet gender-les geven""(LINK)",yes,opposition,right,conservative
2700,SP,2022,2022-11-21,Door het hele land organiseert de PARTY bijeenkomsten om in gesprek te gaan over onze volkspetitie voor het nationaliseren van onze energie.⚡️Op het kaartje kun je zien wanneer er in jouw buurt een bijeenkomst is. Kom ook en meld je aan via.👇(LINK) (LINK),yes,opposition,left,progressive
2701,FvD,2022,2022-08-10,"De afgelopen twee jaar heeft NL geleden onder de desastreuze ""coronamaatregelen"":-lockdowns-QR-discriminatie-mondkapjes-vaccinatiedrangNu wil het kabinet deze regels PERMANENT in de wet  opnemen. Onaanvaardbaar. Teken de petitie: (LINK) #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2702,D66,2022,2022-03-15,"@USER @USER Hi, ben je er inmiddels al uit? Bij vragen mag je ons altijd een DM sturen! Check ook onze stemwijzer (LINK)",no,coalition,middle,progressive
2703,CDA,2023,2023-03-10,"""In het belang van de boeren moeten we zo snel mogelijk beginnen: geef provincies de instrumenten om aan de slag te gaan."" @USER bij het #HASHTAG (LINK)",no,coalition,middle,conservative
2704,SP,2022,2022-04-29,Ook vandaag de dag zijn we volop in actie voor een goed milieu. Zoals tegen de granulietstort in Over de Maas.Is er gevaarlijk afval bij u in de buurt geloosd? Weet u van bedrijven die de milieuregels niet volgen? Meld het! (LINK) (LINK),yes,opposition,left,progressive
2705,GroenLinks,2023,2023-03-08,Woon jij in het buitenland?Ga dan stemmen voor de Eerste Kamer! Want dat kan sinds dit jaar gewoon. #HASHTAG je precies moet stemmen vind je hier: (LINK),no,opposition,left,progressive
2706,FvD,2022,2022-06-01,De EU werkt hard aan de implementatie van een alomvattende digitale identiteit. Nederland wil hierin vooroplopen. @USER en @USER praten u bij over wat Nederlanders te wachten staat als we deze ontwikkeling niet op tijd stoppen. (LINK) #HASHTAG,yes,opposition,right,conservative
2707,FvD,2023,2023-02-13,We zijn begonnen! #HASHTAG Forum Inside #HASHTAG Autoritaire arrogantie (LINK),yes,opposition,right,conservative
2708,FvD,2022,2022-05-08,In een democratie hoort het volk het laatste woord te hebben. Maar de nieuwe referendumwet - we weten het niet. Daarom laten we onze leden spreken. Op 13 mei organiseert #HASHTAG een Lagerhuisdebat met daaropvolgend een ledenreferendum. Daar moet u bij zijn! (LINK) (LINK),yes,opposition,right,conservative
2709,PvdA,2022,2022-09-18,"""Goed shirt heb je aan!"" 😏 (LINK)",no,opposition,left,progressive
2710,GroenLinks,2022,2022-03-09,"🧵 Door heel Nederland heen besturen we mee, in bijna 90 gemeenten met 97 wethouders. Lokaal werken we er hard aan om het verschil te maken. Samen maken we Nederland menselijk, eerlijk en duurzaam.#HASHTAG op 14, 15 of 16 maart! ❤️💚",no,opposition,left,progressive
2711,GroenLinks,2022,2022-03-15,"Goed nieuws voor betere abortuszorg en het recht op zelfbeschikking! De wet die we samen maakten met PARTY, PARTY en PARTY voor het beschikbaar stellen van de abortuspil via de huisarts is aangenomen! Met dank aan iedereen die zich hier strijdbaar voor heeft gemaakt. 💪 (LINK)",no,opposition,left,progressive
2712,GroenLinks,2022,2022-05-24,"Word Trainee bij onze Tweede Kamerfractie! Als trainee kun jij jouw doelen zelf vormgeven. Wil jij tien maanden lang verschillende terreinen van de politiek te ontdekken, én kun jij je vinden in de idealen van PARTY? Solliciteer dan vóór 1 juni.(LINK)",no,opposition,left,progressive
2713,SP,2022,2022-04-01,De prijzen stijgen enorm hard. Een inflatie van bijna 12%! 😱 Teken ook om de lonen en de AOW harder te laten stijgen dan de prijzen.👉 (LINK) (LINK),yes,opposition,left,progressive
2714,D66,2023,2023-02-27,Vandaag en morgen trekt fractievoorzitter @USER door het land om stilstaande bouwplaatsen te bezoeken. Reden voor die stilstand? Stikstof. Hij gaat vanavond het debat aan over stikstof en de goede opvang van vluchtelingen met @USER bij Jinek. (LINK),no,coalition,middle,progressive
2715,PVV,2022,2022-04-13,69% van de Franse moslims stemde afgelopen zondag in de eerste ronde van de Presidentsverkiezingen op extreem links (Mélenchon). (LINK),yes,opposition,right,conservative
2716,D66,2022,2022-12-16,"We nemen afscheid van voormalig Tweede Kamerlid Pieter ter Veer. We herinneren Pieter als een voortreffelijke, principiële en vrolijke parlementariër. Onze gedachten zijn bij zijn nabestaanden.(LINK)",no,coalition,middle,progressive
2717,FvD,2023,2023-03-07,"Met een geweldig betoog in de Provinciale Staten van Noord-Holland haalt @USER het volledige stikstofbeleid onderuit. #HASHTAG zelf hoe hij afrekent met de ‘modellen’, niet-kloppende aannames en de volstrekt irrationele onteigeningsplannen! (LINK)",yes,opposition,right,conservative
2718,FvD,2022,2022-05-29,Het is schandalig hoe dit kabinet met onze boeren omgaat. Ze worden voor veel te weinig geld uitgekocht of zelfs onteigend. Waarom? Zodat hun grond kan worden volgebouwd met windturbines en zonnepanelen. #HASHTAG wil stoppen met de klimaatgekte en onze boeren weer laten boeren. (LINK),yes,opposition,right,conservative
2719,D66,2023,2023-02-17,Wij gaan optimistisch het weekend in 🚀 Net als onze @USER je ook aangestoken worden door het PARTY enthousiasme? Kom morgen naar onze campagne aftrap. Samen kleuren we Arnhem PARTY groen! (LINK),no,coalition,middle,progressive
2720,D66,2022,2022-12-20,"@USER @USER Beste Marinus, Mark Rutte heeft in zijn speech gezegd dat de staat excuses aanbiedt voor het overheidshandelen rondom het slavernijverleden. Hij heeft niet gezegd dat een achterkleinkind verantwoordelijk is. ^Ivo",no,coalition,middle,progressive
2721,SP,2022,2022-03-25,Ons belastingstelsel werkt in het voordeel van de rijksten en moet radicaal op de schop. Wij doen vier voorstellen om die ongelijkheid te verkleinen 👇(LINK) (LINK),yes,opposition,left,progressive
2722,GroenLinks,2022,2022-07-03,"Wij zoeken kandidaten voor de Eerste Kamer.Heb jij politieke ambitie, en kun je de idealen van PARTY overtuigend en effectief overbrengen?Bekijk dan nu de hele vacature en solliciteer! ⤵️(LINK)",no,opposition,left,progressive
2723,SP,2022,2022-09-03,Het is te gek voor woorden dat je als volwassene die werkt niet meer kan rondkomen. Terwijl verderop de jachten in de havens liggen. @USER koopkracht symposium. #HASHTAG (LINK),yes,opposition,left,progressive
2724,FvD,2022,2022-06-02,Statushouders krijgen onder Rutte al 12 jaar lang voorrang op de woningmarkt. In al die tijd heeft de #HASHTAG geen woord gerept over het woningbeleid waardoor Nederlanders worden gediscrimineerd in eigen land. Wie denken ze voor de gek te houden? #HASHTAG (LINK),yes,opposition,right,conservative
2725,D66,2022,2022-03-07,Over een week kun je stemmen over jouw buurt. Juist daarom gaan we nu met je in gesprek. Dus gaan we de staat op en de deuren langs.We zijn benieuwd naar de verhalen over jouw buurt. Wat gaat er goed? Waarover moet de politiek echte keuzes maken? We zien je deze week!#HASHTAG (LINK),no,coalition,middle,progressive
2726,PVV,2022,2022-06-29,Miljarden voor asiel en stikstof maar niets extra’s om nog dit jaar miljoenen mensen met een lege beurs te helpen. Wat een aso’s! En dan zijn ze verbaasd dat mensen bozer en bozer en bozer worden. Rutte/Kaag maken Nederland helemaal kapot.#HASHTAG #HASHTAG,yes,opposition,right,conservative
2727,D66,2023,2023-03-14,@USER Je weet wat ze zeggen… ^Noa (LINK),no,coalition,middle,progressive
2728,PVV,2022,2022-03-23,"Sywert van Lienden met zijn corrupte mondkapjesdeal, Hugo de Jonge die hem daarbij matste, Hubert Bruls met zijn totalitaire wensen, Wopke Hoekstra met zijn pensioen op Guernsey, het zijn allemaal vreselijk patserige PARTY-ers waar Nederland zo de buik vol van heeft!#HASHTAG",yes,opposition,right,conservative
2729,FvD,2022,2022-11-24,#HASHTAG is binnenkort ook vertegenwoordigd in de gemeenteraad van Voorne aan Zee! Een mooi resultaat na een geweldige lokale campagne. Wij willen iedereen die op @USER heeft gestemd ontzettend bedanken en gaan er alles aan doen om ons verkiezingsprogramma uit te voeren! (LINK),yes,opposition,right,conservative
2730,FvD,2022,2022-05-06,Vandaag herdenken we de dood van Pim Fortuyn. Na een haatcampagne vanuit politiek en media werd een visionair op brute wijze vermoord omdat hij zich uit durfde te spreken over de rampzalige gevolgen van immigratie en multiculturalisme. We zijn sindsdien nog geen stap verder. #HASHTAG (LINK),yes,opposition,right,conservative
2731,SP,2022,2022-03-07,Kijktip! 📺PARTY-Kamerlid @USER doet mee met het actualiteitendebat van het @USER over één Europese defensie.Kijk vanaf 17.15 uur mee via:  (LINK) (LINK),yes,opposition,left,progressive
2732,D66,2022,2022-08-03,Sander en Ticho spraken elkaar voor het eerst op de nieuwjaarsborrel van @USER in 2020. Inmiddels wonen ze samen in Leiden. Lees hun verhaal 👇(LINK),no,coalition,middle,progressive
2733,GroenLinks,2022,2022-01-18,"""Waarom hebben we sociale woningbouw voor een kleine groep? Zou niet álle woningbouw sociaal moeten zijn? Waarom worden niet alle woningen in Nederland gebouwd door organisaties zonder winstoogmerk?""- @USER #HASHTAG #HASHTAG",no,opposition,left,progressive
2734,SP,2022,2022-04-11,Luistertip! 📻PARTY-Kamerlid @USER is straks te horen bij @USER over onze wet voor een bindend correctief referendum.Luister om 20:30 uur mee via @USER (LINK),yes,opposition,left,progressive
2735,D66,2023,2023-02-07,"@USER Daarnaast is het van belang dat ketenpartijen zoals verwerkers, supermarkten en banken mee gaan betalen aan de transitie. Zo komen de kosten niet bij de boer of consument terecht. ^Ivo /2",no,coalition,middle,progressive
2736,FvD,2023,2023-01-30,"Een opiniehegemonie, waarin andere meningen ophouden te bestaan. Is dat waar we heen gaan met Nederland?Vanavond meer bij Forum Inside! Om 20:00 uur op het YouTube-kanaal van #HASHTAG Zet je meldingen vast aan, tot zo! 👉🏼 (LINK) (LINK)",yes,opposition,right,conservative
2737,FvD,2022,2022-09-05,‘Adviescolleges’ maken de geesten rijp voor een herinvoering van de coronamaatregelen.Voorkom dat we - voor de derde winter op rij! - te maken krijgen met ingrijpende vrijheidsbeperkingen en teken onze petitie tegen de permanente #HASHTAG ✍🏻 (LINK) #HASHTAG (LINK),yes,opposition,right,conservative
2738,SP,2022,2022-04-09,Kijktip!📺 PARTY-Kamerlid @USER is vanavond te zien bij @USER om te praten over foute verhuurders en wat we daar aan kunnen doen.Kijk om 19.05 uur mee naar @USER (LINK),yes,opposition,left,progressive
2739,CDA,2022,2022-11-22,Gebruik mest voor de productie van groen gas! Kamerleden @USER en @USER komen vandaag met een plan om de productie van groen gas uit mestvergisting te stimuleren.🔗 Lees het plan hier: (LINK) (LINK),no,coalition,middle,conservative
2740,PVV,2022,2022-01-18,"Gaat u mij nou de les lezen, meneer Klaver? Zullen we eens kijken wat uw @USER Kamerlid Kauthar heeft gedaan? Zij staat op de foto met hakenkruizen en was bestuurder van de jeugdorganisatie van de islamofascistische Moslimbroederschap! #HASHTAG (LINK)",yes,opposition,right,conservative
2741,PVV,2023,2023-03-07,"Ik wil geen Nederland meer waar onze eigen mensen de verwarming en boodschappen niet meer kunnen betalen terwijl asielzoekers zich op luxe verwarmde cruiseschepen vol eten met gebraden kip, frieten en frikandellen.#HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2742,SP,2022,2022-04-16,Straks om 12.30 uur is de steunmanifestatie voor de getroffen toeslagenouders en de kinderen op het Kruisplein in Rotterdam. Samen met meerdere maatschappelijke organisaties en andere politieke partijen laten we zien dat we solidair met hen zijn!Tot zo!(LINK),yes,opposition,left,progressive
2743,SP,2023,2023-01-07,Kom op Maandag 9 januari naar de boekpresentatie van 'De winst van eerlijk delen' van Lilian Marijnissen in de Prodentfabriek in Amersfoort!Met Amber Kortzorg en live muziek van Niels Geusebroek. 🎶Kom ook en meld je gratis aan!(LINK) (LINK),yes,opposition,left,progressive
2744,GroenLinks,2022,2022-05-23,Zometeen om 20.00 uur LIVE vanuit Arnhem: Linkse Toekomst met @USER en @USER mee via YouTube:#HASHTAG,no,opposition,left,progressive
2745,CDA,2022,2022-02-01,#HASHTAG staat met maar liefst 7.046 kandidaten klaar om zich in te zetten voor jouw stad of dorp! Tijdens de gemeenteraadsverkiezingen in maart 2022 kun je stemmen op één van deze toppers. 💪 #HASHTAG (LINK),no,coalition,middle,conservative
2746,PVV,2022,2022-02-15,"Allemaal PARTY-kanjers die zich keihard inzetten voor hun stad en daarbij hun eigen inwoners en cultuur op 1 zetten! 👍#HASHTAG op 16 maart! Filmpje ook te zien op NPO2, 16 februari om 12:55 uur.               👇👇👇 (LINK)",yes,opposition,right,conservative
2747,ChristenUnie,2022,2022-03-01,"Deze #HASHTAG willen we een compliment geven aan de campagnevrijwilligers van andere partijen. Posters, flyeren, kraampjes, acties en inhakers. Vaak in de kou en in hun vrije tijd. Toch doen ze het, omdat ze geloven in hun idealen. Complimenten! En moge de beste winnen 😉 (LINK)",no,opposition,left,middle
2748,D66,2022,2022-07-01,"Gefeliciteerd, @USER 💐🇪🇺",no,coalition,middle,progressive
2749,GroenLinks,2022,2022-03-13,"'Op dit moment vangt Amsterdam 700 vluchtelingen uit Oekraïne op, maar landelijke coördinatie vanuit het kabinet ontbreekt. Nederland moet ruimhartig vluchtelingen opvangen, waar ze ook vandaan komen.'PARTY-wethouder @USER over humaan asielbeleid. (LINK)",no,opposition,left,progressive
2750,PvdA,2022,2022-08-15,"De oorlogservaringen en de grootschalige ontheemding die volgde, werken door tot op de dag van vandaag.Hoe herdenk jij vandaag? Je kunt de herdenking ook live bekijken op NPO1. (LINK)",no,opposition,left,progressive
2751,PVV,2022,2022-04-01,"Spoedverzoek aan Griffie TK, ik wil Rutte snel naar de Tweede Kamer voor mondelinge vragen en/of interpellatiedebat over de torenhoge inflatie van inmiddels 12% en het gebrek aan voldoende lastenverlichting ter compensatie! #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2752,PvdA,2022,2022-02-19,Wie heeft het in jouw gemeente voor het zeggen? En voor wie wordt er gebouwd? Dáár gaan de gemeenteraadsverkiezingen over. Andere keuzes zijn mogelijk en jouw stem doet ertoe. Jij bepaalt of het socialer en eerlijker wordt! #HASHTAG trapt de campagne af. ⤵️ (LINK),no,opposition,left,progressive
2753,FvD,2022,2022-05-05,Is het nieuwe referendum sterk genoeg om het kartel te doorbreken? Over deze vraag raadplegen we onze leden: zij beslissen. Maar eerst kan jij @USER en alle andere #HASHTAG overtuigen tijdens het grote referendumdebat op 13 mei. Meld je nu aan! (LINK) (LINK),yes,opposition,right,conservative
2754,FvD,2022,2022-03-01,"De NAVO heeft jarenlang aangezet tot regime change in verschillende landen en gebieden. Het is niet gek dat Rusland deze pogingen daarom in de kiem probeert te smoren. We moeten niet op verdere escalatie aansturen, maar prudent handelen en inzetten op vrede. #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
2755,CDA,2022,2022-01-10,Vandaag is de beëdiging van de nieuwe bewindspersonen op Paleis Noordeinde. Hiermee nemen we ook afscheid van drie bewindspersonen.Namens #HASHTAG willen we @USER @USER en Ben hartelijk bedanken voor hun tomeloze inzet in het kabinet. (LINK),no,coalition,middle,conservative
2756,PVV,2022,2022-02-01,Nederland heeft de hoogste benzineprijs ter wereld! PARTY-collega Barry Madlener eist dat de belastingen en dus de benzineprijs wordt verlaagd!#HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
2757,PVV,2023,2023-03-05,Goedemorgen Nederland ❤️#HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
