,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
8233,FvD,2021,2021-12-13,"""Journalist"" @leolucassen doet in de NRC alsof #FVD-Kamerlid Freek Jansen zei dat 4 miljoen mensen Nederland moeten verlaten. Een valse leugen: hij hoopt dat niemand het verslag leest, want Jansen had het duidelijk over asielzoekers. Walgelijk. @NRC moet dit rectificeren. https://t.co/f9w47fxKFq",yes,opposition,right,conservative
8234,FvD,2021,2021-12-13,"Kabinetsleden zijn de grootste privacyschenders van NL. In hun megalomane poging om elk detail van ons leven te reguleren hebben ze geen enkel oog voor grondrechten. Privacy, lichamelijke integriteit, vrijheid van meningsuiting: onder dit kabinet allemaal verleden tijd. #FVD https://t.co/hwTgXCP907",yes,opposition,right,conservative
8235,FvD,2021,2021-12-10,We zijn door de 52.000 leden heen! Een fantastische eindsprint in december. We voelen het overal: onze energie is onoverwinnelijk. Elke dag staan meer mensen op voor onze vrijheid. Word ook lid van de belangrijkste verzetsbeweging van Nederland! #FVD https://t.co/x0kC6zR3bL https://t.co/1uIYmt2Nkk,yes,opposition,right,conservative
8236,FvD,2021,2021-12-10,"De prikverslaafden van @D66 willen onze kinderen injecteren met experimentele goedjes om een handvol ""besmettingen"" tegen te gaan. Zonder enig oog voor de bijwerkingen van de ""vaccins"", gaan ze nu achter de allerjongsten aan. Bij deze partij zijn onze kinderen niet veilig. #FVD",yes,opposition,right,conservative
8237,FvD,2021,2021-12-09,"Elke dag verwelkomt #FVD honderden nieuwe leden. We voelen het allemaal: Nederland is klaar met de vrijheidsbeperkingen, immigratie en de EU. Het is tijd voor verandering! Word ook lid, net als ruim 50.000 anderen. Op naar de 60.000! https://t.co/x0kC6zR3bL https://t.co/JZDBe1l112",yes,opposition,right,conservative
8238,FvD,2021,2021-12-09,De EU blijft zichzelf maar meer macht toe-eigenen. Zonder de Nederlandse bevolking te raadplegen introduceert de EU een permanent digitaal coronacertificaat en zelfs een eigen leger. Het gaat steeds verder. We kunnen onze soevereiniteit alléén terugkrijgen met een #Nexit. #FVD https://t.co/HAvR0I2QCk,yes,opposition,right,conservative
8239,FvD,2021,2021-12-09,De Kamer wil kinderen vanaf 5 jaar(!) nu ook volspuiten met de niet-werkende en mogelijk zeer schadelijke “vaccins”. Waarom in hemelsnaam? Kinderen worden niet ziek door corona. En de langetermijngevolgen van de injecties zijn volledig onbekend. Alle ratio lijkt verdwenen! #FVD https://t.co/sbvGGS1GIs,yes,opposition,right,conservative
8240,FvD,2021,2021-12-09,"Langzaam begint het besef in te dalen: zijn de maatregelen wel tijdelijk? Of is dit een eeuwigdurende cyclus? De booster-eis voor in februari is al aangekondigd. Elk half jaar een nieuwe prik voor je ""vrijheid"". Alleen #FVD strijdt hiertegen. Steun ons! https://t.co/x0kC6zR3bL https://t.co/KKqT9DKkb6",yes,opposition,right,conservative
8241,FvD,2021,2021-12-08,"Nederland wordt al decennia geteisterd door immigratie. Het heeft ons land onherkenbaar veranderd. We verliezen ons thuis - letterlijk én figuurlijk. Het kabinet wil geen Nederlanders huisvesten, maar tienduizenden nieuwe statushouders. Dat kunnen we nóóit toestaan. #FVD https://t.co/vVVyWyT96S",yes,opposition,right,conservative
8242,FvD,2021,2021-12-08,"Terwijl honderdduizenden Nederlanders geen woning kunnen krijgen, besluit het kabinet om miljoenen euro’s uit te geven aan huizen voor immigranten. #FVD wil woningen voor onze eigen mensen. Vandaag gaat Freek Jansen hierover in debat met de boodschap: Nederlanders eerst! https://t.co/hUZy9Y1EHe",yes,opposition,right,conservative
8243,FvD,2021,2021-12-07,Het onafhankelijke onderzoek naar ritueel kindermisbruik wordt krampachtig geblokkeerd. De brandbrief van de slachtoffers is volledig genegeerd. Hiermee houdt de Kamer de hooggeplaatste ambtenaren bij Justitie een hand boven het hoofd. De waarheid wordt verdoezeld! #doofpot #FVD https://t.co/Yg7QCzjNgT,yes,opposition,right,conservative
8244,FvD,2021,2021-12-07,"Zoals #FVD al voorspelde, zijn die ""twee simpele prikjes"" niet genoeg. Elk half jaar moet je een booster nemen om je #coronapas te hernieuwen: anders wordt je vrijheid afgepakt. Dit is een cyclus waar we nooit meer uit komen. Sluit je aan bij het verzet! https://t.co/x0kC6zR3bL https://t.co/SfUOrc7NKD",yes,opposition,right,conservative
8245,FvD,2021,2021-12-07,Al bijna twee jaar leven we van lockdown tot lockdown en bepalen De Jonge en Rutte waar u wel of niet recht op heeft. Het is de opmaat naar een totalitaire controlestaat. #FVD zal hier nooit in meegaan. Ons verzet is belangrijk dan ooit! https://t.co/x0kC6zzrNb https://t.co/WtdcJZltsl,yes,opposition,right,conservative
8246,FvD,2021,2021-12-06,"Wat een mijlpaal. #FVD bereikt de magische grens van 50.000 leden. Waar andere partijen al decennia krimpen, groeit FVD keihard; groter dan alle anderen! We gaan voor de 60.000: hét statement tegen De Jonge en Rutte, word ook lid via https://t.co/mVCw5fPKY0 #RaakZeWaarHetPijnDoet https://t.co/OeBS3tKn76",yes,opposition,right,conservative
8247,FvD,2021,2021-12-06,"Het kartel wil ""de Kamer meer tijd geven"" bij het invoeren van de 2G-apartheid. Een truc om de schijn van debat hoog te houden en de gemoederen te bedaren. Alsof ze de EU niet uiteindelijk zullen volgen in hun QR-waanzin. Trap er niet in! #FVD is het échte verzet. https://t.co/6t3hnVRjjQ",yes,opposition,right,conservative
8248,FvD,2021,2021-12-06,"Zonnepanelen en windmolens zijn het tegenovergestelde van “duurzaam”. In hun korte levensduur verdienen ze zichzelf nooit terug, om vervolgens voor eeuwig op de schroothoop te eindigen. #FVD wil stoppen met de absurde kapitaal- en natuurvernietiging die “energietransitie” heet. https://t.co/EbRC3cFCfd",yes,opposition,right,conservative
8249,FvD,2021,2021-12-05,Er gebeurt iets héél erg bijzonders in Nederland. De roep om vrijheid is luider dan ooit. Sluit u ook aan bij het verzet tegen de vrijheidsbeperkingen. Ruim 49.500 anderen gingen u voor. Help ons de grens van 50.000 leden te doorbreken! Ga naar https://t.co/x0kC6zR3bL #FVD https://t.co/DuGdoYC0hl,yes,opposition,right,conservative
8250,FvD,2021,2021-12-05,Het coronabeleid raakt kleine ondernemers keihard. Hardwerkende Nederlanders zien met lede ogen aan hoe hun levenswerk verloren gaat door beperkingen en algehele sluitingen. Dat moet stoppen! Word lid van de grootste vrijheidsbeweging van Nederland! https://t.co/x0kC6zR3bL #FVD https://t.co/LFdYsB7pVC,yes,opposition,right,conservative
8251,FvD,2021,2021-12-04,Duizenden op de been vandaag in #Utrecht. Steeds meer mensen komen in verzet! Nederland is er klaar mee. Met de bemoeienis van de overheid en de voortdurende angstzaaierij over een virus dat vergelijkbaar is met de griep. Sluit je aan bij het verzet! https://t.co/x0kC6zR3bL #FVD https://t.co/2btrovJrea,yes,opposition,right,conservative
8252,FvD,2021,2021-12-04,"Breng het Sinterklaasfeest terug! Stop met de idiote groene wensen, de koortsdromen over uitsluiting en laat het vooral een feest zijn. Een kinderfeest waar heel Nederland van kan genieten. #FVD wenst iedereen een fijne Sinterklaas! https://t.co/17HNz5dd5E",yes,opposition,right,conservative
8253,FvD,2021,2021-12-03,Morgen staan we op voor vrijheid. De vrijheid om zonder QR van het leven te genieten. De vrijheid om zelf onze levensweg te bepalen. De vrijheid om de experimentele injecties van De Jonge te weigeren. Kom ook morgen naar Utrecht en PAK JE VRIJHEID TERUG! #FVD https://t.co/Ztn9Mf0i6T,yes,opposition,right,conservative
8254,FvD,2021,2021-12-03,"Raak de coronapartijen waar het pijn doet! Word vóór 1 januari lid van #FVD. Hoe meer mensen lid worden van de enige échte oppositiepartij van Nederland, hoe minder subsidie er overblijft voor de partijen die u vrijheidsbeperkingen opleggen. Ga naar https://t.co/x0kC6zR3bL! https://t.co/GP25yzAZNg",yes,opposition,right,conservative
8255,FvD,2021,2021-12-03,"Volgend jaar zijn er 13.000 nieuwe plekken nodig voor asielzoekers. Terwijl de woningnood nog nooit zo hoog is geweest, de zorg steeds verder wordt afgeschaald en er zogenaamd een “pandemie” is, wil onze overheid nog altijd migranten importeren. Heb eens oog voor Nederland! #FVD https://t.co/sqBxNei17U",yes,opposition,right,conservative
8256,FvD,2021,2021-12-02,Sinds de nieuwe lockdown gebeurt er iets bijzonders in het land. Nederlanders zijn er klaar mee. Bij #FVD zien we het ook: al duizenden nieuwe leden sloten zich de afgelopen weken aan. De magische grens van 50K komt in de buurt! Sluit je ook aan via https://t.co/x0kC6zR3bL! https://t.co/UXDe9nYXzt,yes,opposition,right,conservative
8257,FvD,2021,2021-12-02,Morgenavond is #FVD-Kamerlid Pepijn van Houwelingen in Zeeland om met u in gesprek te gaan over de laatste ontwikkelingen en de toekomst van Nederland. U kunt erbij zijn door een ticket te bestellen via de link hieronder. Tot morgen! https://t.co/p8Dv0WsYt5 https://t.co/LE9G9q3sNv,yes,opposition,right,conservative
8258,FvD,2021,2021-12-02,"Weer blijkt dat de “vaccins” en de QR-codes NIET werken. 90% van de besmette reizigers was namelijk gewoon geinjecteerd. Hoe lang nog tot Nederland gaat inzien dat dit niet gaat om volksgezondheid? Als de QR-codes niet voor het virus zijn, waar zijn ze dan wel voor? #FVD https://t.co/qXYR2yxqtA",yes,opposition,right,conservative
8259,FvD,2021,2021-12-02,Het “coronabeleid” is een farce. Door de maatregelen zijn we honderdduizenden levensjaren verloren en de IC is zelfs afgeschaald. De laatste nagel in de doodskist is de #vaccinatieplicht van de EU. @PvanHouwelingen diende 4 moties in om ons land de goede kant op te sturen. #FVD https://t.co/Reuxpf9ByQ,yes,opposition,right,conservative
8260,FvD,2021,2021-12-01,"De coronamaatregelen gaan steeds verder. Waar trek jij de grens? Er liggen beangstigende voorstellen op tafel: een permanente QR-eis en een #vaccinatieplicht, op straffe van hoge boetes en detentie. Nú kunnen we het stoppen, straks is het te laat. https://t.co/KxTkBNlnXf #FVD",yes,opposition,right,conservative
8261,FvD,2021,2021-12-01,Onze boeren leveren topkwaliteit en zijn voor NL van groot strategisch belang. Maar het kartel heeft andere plannen met hun grond en de voedselvoorziening. Onder valse voorwendselen wordt boerenland onteigend en ingezet voor globalistische projecten. #FVD https://t.co/ttjviFRDX5,yes,opposition,right,conservative
8262,FvD,2021,2021-12-01,#FVD krijgt helaas wéér gelijk. Voor alle mensen die het nog steeds niet doorhebben: het is geen complottheorie maar gewoon de werkelijkheid. Word wakker! #vaccinatieplicht,yes,opposition,right,conservative
8263,FvD,2021,2021-12-01,"De EU zet langzaam stappen tot #VACCINATIEPLICHT. De boetes en celstraffen voor ongevaccineerden, die we in Oostenrijk al zien, komen ook naar Nederland. Dit is een Europese machtsgreep. We moeten onze rug recht houden, ze kunnen ons nooit dwingen. #FVD https://t.co/d2UIlEMR0Y",yes,opposition,right,conservative
8264,FvD,2021,2021-12-01,Sinds het begin van de vaccinatiecampagne is er sprake van een ‘onverklaarbare’ oversterfte. Hoe dat komt? “Daar heb ik gewoon geen antwoord op.” Aldus de ‘expert’. Ondertussen wordt er keihard gepusht voor nog meer niet-werkende (en mogelijk zeer schadelijke) ‘vaccins’. #FVD https://t.co/CKiuevqmSx,yes,opposition,right,conservative
8265,FvD,2021,2021-11-30,De Eerste Kamer steunt een #coronatoegangsbewijs voor “niet-essentiële” winkels. Het betekent o.a. niet meer fysiek kleren mogen kopen en niet meer naar de kapper kunnen zonder QR-code. De zoveelste ernstige inperking van onze vrijheid onder valse voorwendselen. #FVD https://t.co/V2EqRS5YtL,yes,opposition,right,conservative
8266,FvD,2021,2021-11-30,"Het leven onder Rutte wordt steeds duurder. In een jaar tijd zijn de consumentenprijzen met meer dan 5% gestegen. En dan hebben we het over de explosief stijgende huizenprijzen nog niet eens gehad. Nederlanders betalen zich suf aan belasting, maar krijgen er niks voor terug! #FVD https://t.co/jm6arUiKfX",yes,opposition,right,conservative
8267,FvD,2021,2021-11-29,"Jammer dat jullie het niet op tijd konden vinden, het was enorm gezellig! Ook events bijwonen zonder QR-code? Word lid van de grootste vrijheidsbeweging van Nederland! https://t.co/Cyfw4Jb7gM #FVD",yes,opposition,right,conservative
8268,FvD,2021,2021-11-29,Óók in Frankrijk verloopt de geldigheid van eerdere vaccins. Zonder periodieke injectie dreigt uitsluiting. Inmiddels moet toch iedereen inzien: met een prik krijg je je rechten slechts tijdelijk terug. Als we hier nu niet mee stoppen zullen er nog oneindig veel volgen! #FVD https://t.co/MV9wfzWkKF,yes,opposition,right,conservative
8269,FvD,2021,2021-11-29,"De bedroevende resultaten van de vaccinatiecampagne worden zichtbaar. Er is een “onverklaarbare” oversterfte sinds het begin van dit experiment. Ook beschermen de “vaccins” helemaal niet tegen corona. Vorig jaar (0% geprikt) minder mensen op de IC dan nu (88,5% geprikt)! #FVD https://t.co/OKyBRJMQxt",yes,opposition,right,conservative
8270,FvD,2021,2021-11-29,"Het percentage sterfgevallen in verpleeghuizen is net zo hoog als vorig jaar. De vaccins werken dus niet, de vrijheidsbeperkingen evenmin. Hugo’s oplossing? Méér vaccins en méér vrijheidsbeperkingen. Het is totale waanzin. Stop met die injecties en laat Nederland weer vrij! #FVD https://t.co/wKA1HX3zF7",yes,opposition,right,conservative
8271,FvD,2021,2021-11-28,Morgen om 18:00 komen we in het FVD Café in Haarlem bij elkaar om de toekomst van Nederland te bespreken. Ga in gesprek met onze volksvertegenwoordigers of kom gewoon lekker borrelen ZONDER QR. Meld ja aan via https://t.co/7zVfPw1HEM. Tot morgen! https://t.co/Qh37cGdXnz,yes,opposition,right,conservative
8272,FvD,2021,2021-11-27,"Het kabinet biedt zijn excuses aan voor de transgenderwet, omdat deze “mensonterend” zou zijn. Wanneer vallen de oogkleppen nou af en zien ze in dat het de corona “maatregelen” zijn die beneden ELKE VORM van menselijkheid zijn? Laat het kabinet zich daar maar voor excuseren. #FVD https://t.co/plN8YNkG8d",yes,opposition,right,conservative
8273,FvD,2021,2021-11-27,"Nu ons kabinet er weer voor kiest om Nederland op te sluiten, geeft De Jonge de ongevaccineerden de schuld. Totale ONZIN! In Gibraltar is 100% gevaccineerd en de “besmettingen” stijgen nu exponentieel. Dat “vaccin” werkt dus niet! #FVD https://t.co/iUYs9SdjUN",yes,opposition,right,conservative
8274,FvD,2021,2021-11-26,Net als vorige winter is een #avondklok weer bespreekbaar. De extreme maatregel wordt gepresenteerd als laatste ‘redmiddel’ - terwijl we allemaal weten dat een avondklok helemaal niet werkt. Het zoveelste bewijs dat dit beleid niets met volksgezondheid te maken heeft. #FVD https://t.co/fSKDpaU1e3,yes,opposition,right,conservative
8275,FvD,2021,2021-11-26,"Het “nieuwe normaal”: de bevolking ELKE WINTER opsluiten. Vanaf zondag komt er een avondlockdown. Het hele riedeltje begint weer van vooraf aan. Nederlanders die dachten na twee prikken hun vrijheid terug te krijgen, komen bedrogen uit. Weiger die niet-werkende “vaccins”! #FVD https://t.co/fZwZWu6tA9",yes,opposition,right,conservative
8276,FvD,2021,2021-11-26,De meest fundamentele burgerrechten zijn voorwaardelijk geworden. Zoals #FVD voorzag krijg je met 2 prikken je vrijheid slechts tijdelijk (en nooit volledig) terug. De voorwaarden voor een groen vinkje veranderen continu: de overheid laat ons steeds door nieuwe hoepels springen! https://t.co/BVpy7Ygzzm,yes,opposition,right,conservative
8277,FvD,2021,2021-11-24,"Het kartel sluit ons op, isoleert ons van onze naasten en maakt ons tweederangsburger. Ze zijn bang voor de ongekende golf van verzet die ze te wachten staat. Elke dag sluiten honderden mensen zich aan bij #FVD. De waarheid zal WINNEN! https://t.co/vWcpIb8eIy #tribunaal",yes,opposition,right,conservative
8278,FvD,2021,2021-11-24,"De Jonge heeft met zijn propaganda een haatklimaat gecreëerd. Ook kinderen worden emotioneel gechanteerd: gezonde jongeren worden gedwongen niet-werkende mondkapjes te dragen en wie niet dat niet doet, wordt uitgesloten door anderen of door school. Stop deze waanzin! Stem #FVD! https://t.co/nDT5BxCUbR",yes,opposition,right,conservative
8279,FvD,2021,2021-11-24,"Het kabinet heeft haast. Niet met het tegengaan van “besmettingen”, maar met het afpakken van onze vrijheden. De weerstand uit de samenleving wordt namelijk met de dag groter. Sluit je aan bij de snelst groeiende vrijheidsbeweging van Nederland! https://t.co/Cyfw4Jb7gM #FVD https://t.co/rZZcxGuwkL",yes,opposition,right,conservative
8280,FvD,2021,2021-11-24,Stem vandaag #FVD in Maashorst! https://t.co/PiBqgNwP3j,yes,opposition,right,conservative
8281,FvD,2021,2021-11-24,Stem #FVD in Purmerend! https://t.co/oU8Qlrmf4S,yes,opposition,right,conservative
8282,FvD,2021,2021-11-24,Stem vandaag #FVD in Dijk en Waard! https://t.co/uvYVjKbUIB,yes,opposition,right,conservative
8283,FvD,2021,2021-11-24,We leven in de realiteit van het Milgram-experiment. Een onderzoek dat ons exact laat zien hoe de mens luistert naar “expertise”. Miljoenen mensen zijn bereid hun geweten aan de kant zetten omdat een labjas dat van ze vraagt. Wij zijn dat niet. #FVD staat voor VRIJHEID! https://t.co/O5HH65BZpn,yes,opposition,right,conservative
8284,FvD,2021,2021-11-24,"Land van Cuijk, Dijk en Waard, Maashorst en Purmerend: STEM VANDAAG de VRIJHEID terug! STEM #FVD ! https://t.co/lFKGNlnJbV",yes,opposition,right,conservative
8285,FvD,2021,2021-11-23,"Het enige wat de totalitaire machtsgreep van Big Pharma en het kabinet kan stoppen, is uw stem. Laat het verzet uit het hele land klinken. Laten we onze vrijheid terugpakken. Morgen begint het, in de vier herindelingsgemeenten! STEM #FVD! https://t.co/u1QwPYofxc",yes,opposition,right,conservative
8286,FvD,2021,2021-11-23,"#FVD-lijsttrekker Janco Bethlehem doet een oproep aan Maashorst: GA STEMMEN! Kies voor VRIJHEID. Zet de toon voor gemeenteraadsverkiezingen van volgend jaar. Laat zien dat NL niet langer in de greep is van de angstpropaganda van Rutte en De Jonge, maar strijdbaarder is dan ooit! https://t.co/NgUEQuIxJ0",yes,opposition,right,conservative
8287,FvD,2021,2021-11-23,De #persconferentie is vervroegd. De ingrijpende vrijheidsbeperkingen hebben net als vorige herfst geen enkel effect op de “besmettingen”. Genoeg reden om er direct mee te stoppen. Maar controlfreaks Rutte en De Jonge verkiezen macht ver boven ons welzijn. Word wakker! #FVD https://t.co/262TLpCUrV,yes,opposition,right,conservative
8288,FvD,2021,2021-11-23,"Al decennia maakt links vergelijkingen met WO2. Nu wij dat eens terecht doen, raken ze hun enige wapen kwijt. Daarom valt de Kamer zo over de woorden van FVD. Gespeelde verontwaardiging: ze vrezen puur hun eigen machtsverlies. #FVD #tribunaal https://t.co/4dzBkB4dEl",yes,opposition,right,conservative
8289,FvD,2021,2021-11-23,"Gooi de samenleving weer open. Het verenigingsleven, de horeca. Laat ondernemers weer hun gang gaan. Het kan! Maar daarvoor is uw stem nodig. Stem #FVD op 24 november en maak Nederland weer vrij! #geen2G https://t.co/rAwov6FceH",yes,opposition,right,conservative
8290,FvD,2021,2021-11-23,Vanavond is de #Vrijheidskaravaan in Purmerend. Kom ook en ontmoet @thierrybaudet en de kandidaten voor de gemeenteraadsverkiezingen in Purmerend! #FVD https://t.co/OJHFaCOfDg,yes,opposition,right,conservative
8291,FvD,2021,2021-11-22,"Onze samenleving kan weer open. Winkels, horeca en sportclubs kunnen allemaal weer op volle capaciteit draaien als we besluiten NIET te handhaven op de zinloze ""maatregelen"". Op 24 november kunt u uw gemeente bevrijden. Stem #FVD en pak de vrijheid terug! https://t.co/OoezqgVkji",yes,opposition,right,conservative
8292,FvD,2021,2021-11-22,"De “besmettingen” blijven stijgen, ondanks de verplichte injecties en de lockdown. Die totalitaire regels werken dus niet! Maar in plaats van dat toe te geven, geeft het kabinet ons de schuld: als we niet volgzaam genoeg zijn, wordt nóg meer onderdrukking ""noodzakelijk"". #FVD https://t.co/ODAQ7vdMFB",yes,opposition,right,conservative
8293,FvD,2021,2021-11-22,Wij willen via de gemeenteraad de handhaving op de corona-repressies stopzetten. Laat de gemeente een baken worden van vrijheid. Stem op 24 november #FVD. Een stem voor VRIJHEID! https://t.co/J7CwEh8O8l,yes,opposition,right,conservative
8294,FvD,2021,2021-11-22,Talloze mensen lijden onder de desastreuze vrijheidsbeperkingen die nog elke dag gelden. FVD-lijsttrekker Carmen Bosscher wil z.s.m. oplossingen voor mensen die economische of psychologische schade ondervinden. Stem 24 november #FVD voor vrijheid en rechtvaardigheid! https://t.co/pZxu65oRve,yes,opposition,right,conservative
8295,FvD,2021,2021-11-22,"De Duitse minister van “Volksgezondheid” zet de 2G-samenleving in een stroomversnelling. Wie in december niet gevaccineerd of genezen is, zal waarschijnlijk dood zijn, kondigt hij aan. Dat terwijl de IFR minder dan een halve procent is. Is dit bangmakerij, of een dreigement? #FVD https://t.co/6w4be4rSCK",yes,opposition,right,conservative
8296,FvD,2021,2021-11-21,"Politici, “experts” en media houden ons in hun greep met angst en leugens. De desinformatie die ze verspreiden, de valse beloftes, het gekonkel: wat ze Nederland aandoen is misdadig. Maar we kunnen het stoppen! In vier gemeentes over drie dagen al. Stem #FVD! Kies voor VRIJHEID! https://t.co/HnhLD8FbHl",yes,opposition,right,conservative
8297,FvD,2021,2021-11-21,Onze kinderen groeien op in een absolute nachtmerrie. Voor jongeren is uitsluiting aan de orde van de dag. FVD-lijsttrekker Carmen Bosscher staat er voor de toekomstige generaties nu het erop aankomt. Stem #FVD in Dijk en Waard op 24 november. Voor VRIJHEID! https://t.co/lDYsFIdsV5,yes,opposition,right,conservative
8298,FvD,2021,2021-11-21,Vandaag is de #Vrijheidskaravaan in Dijk en Waard! Kom langs en ontmoet @thierrybaudet en de #FVD-kandidaten voor de gemeenteraadsverkiezingen! https://t.co/JXunoLibng,yes,opposition,right,conservative
8299,FvD,2021,2021-11-20,"De QR-code is niet “tijdelijk”, maar PERMANENT. De zoveelste “complottheorie” die uitkomt. Om hem te behouden moet je gehoorzaam blijven. Prikken blíj́ven nemen. Tot in de eeuwigheid! #FVD krijgt gelijk. Keer op keer. Gaan mensen het nu EINDELIJK zien?! #corona https://t.co/uAB9mH7eBU",yes,opposition,right,conservative
8300,FvD,2021,2021-11-19,De Vrijheidskaravaan gaat door in Purmerend en de Beemster! Morgen vertelt onze lijsttrekker samen met o.a. Statenlid Joyce Vastenhouw over de toekomst van de gemeente. Kom ook en pak je vrijheid terug! #FVD https://t.co/3HEN3RVUpH,yes,opposition,right,conservative
8301,FvD,2021,2021-11-19,Morgen is de Vrijheidskaravaan in Katwijk aan Zee. Om 11:00 staan we bij de Noordduinen om met JULLIE in gesprek te gaan. Kom ook en ontmoet onze volksvertegenwoordigers! #FVD https://t.co/f7QRvX7Gb1,yes,opposition,right,conservative
8302,FvD,2021,2021-11-19,Op 24 november stemmen de herindelingsgemeenten voor VRIJHEID. #FVD wil er zeker van zijn dat de verkiezingen eerlijk voorlopen en dat ALLE stemmen worden geteld. Stuur een foto van uw stem en de naam uw stemlokaal naar stemmen@fvd.nl en we maken de gemeenten weer vrij! https://t.co/54bXesrweF,yes,opposition,right,conservative
8303,FvD,2021,2021-11-19,Na het sluiten van de nachtclubs komt er bij de jaarwisseling ook een #vuurwerkverbod. Het “nieuwe normaal”: elk klein risicootje proberen te ‘minimaliseren’ met regels. Er blijft geen plezier meer over. En ondertussen weigert het kabinet de zorg op te schalen. Absurd! #FVD https://t.co/0ma66dGEZG,yes,opposition,right,conservative
8304,FvD,2021,2021-11-19,"De ‘journalisten’ van @Nieuwsuur vissen met sturende vragen naar specifieke antwoorden, om ze vervolgens in een TOTAAL andere context te plakken. Voilà: weer een leugenachtig frame. Bij de staatsomroep wordt er KEIHARD gemanipuleerd. Kijk hoe ze te werk gaan! #saneerdeNPO #FVD https://t.co/Tdvs4mlMwO",yes,opposition,right,conservative
8305,FvD,2021,2021-11-18,Morgenochtend om 11:00 uur is de Vrijheidskaravaan op het Weijerplein in Boxmeer. #FVD-lijsttrekker Peter Verstegen gaat ter plekke in debat met de ChristenUnie over de toekomst van Land van Cuijk. Kom ook! Op 24 november kiest Land van Cuijk voor VRIJHEID! https://t.co/ILFEvdD4Gu,yes,opposition,right,conservative
8306,FvD,2021,2021-11-18,De NPO huilt krokodillentranen en beweert dat @GideonvMeijeren bedreigingen aan het adres van @ngundogan77 goedpraat en aanmoedigt. Een totale leugen. Met vals knip-en-plakwerk tuigt de NPO een frame op om #FVD zwart te maken. Kijk mee: https://t.co/VE7BPqUanS,yes,opposition,right,conservative
8307,FvD,2021,2021-11-18,Drie concrete moties en een mooi cadeautje voor Sjoerd. @PvanHouwelingen komt niet met lege handen en al helemaal niet met lege woorden: wat er nu in Letland gebeurt is een VERKRACHTING van de democratie. Ongevaccineerde parlementsleden stemrecht ontnemen is ontoelaatbaar. #FVD https://t.co/xDCYhKI3mf,yes,opposition,right,conservative
8308,FvD,2021,2021-11-18,De stijgende ziekenhuisopnames worden door De Jonge toegeschreven aan de ongevaccineerden. Dat terwijl de vaccinatiegraad nog nooit zo hoog was geweest! Die injecties werken dus niet. Keer op keer krijgt #FVD gelijk. https://t.co/qMuc3SRpYC,yes,opposition,right,conservative
8309,FvD,2021,2021-11-18,"Vandaag reist de Vrijheidskaravaan door de fusiegemeente Maashorst, waar volgende week de herindelingsverkiezingen zijn.Zometeen is #FVD in Schaijk en we sluiten af in Uden. Kom ook! 24 november kiest Maashorst voor VRIJHEID! https://t.co/l5fR2uN6SF",yes,opposition,right,conservative
8310,FvD,2021,2021-11-18,dat hij tóch niet welkom was. Uit voorzorg. Want zijn nog te voeren telefoongesprek kon wel eens heel veel luisteraars “kwetsen”! De NPO heeft het principe van hoor&amp;wederhoor volledig laten varen. Zo gaan de media te werk. Hoe het echt zat? Lees het statement van Pepijn👇🏻3/3 #FVD https://t.co/U8rQ1RdGxj,yes,opposition,right,conservative
8311,FvD,2021,2021-11-18,"de nicht van de bakker op de hoek; de één nog meer gespeeld “verontwaardigd” dan de ander. En over de inhoud geen woord. Pepijn was aanvankelijk uitgenodigd om in te bellen in het programma @SpraakmakersOp1 met zijn kant van het verhaal, maar kreeg vlak van tevoren te horen 2/3",yes,opposition,right,conservative
8312,FvD,2021,2021-11-18,Ongelofelijk. In de talkshows van gisteravond ging het nergens anders over en ook vanochtend mocht heel Nederland op de radio meepraten over het “dreigement” van @PvanHouwelingen - behalve Pepijn van Houwelingen zelf. Van GroenLinks-gemeenteraadsleden uit Goes tot 1/3,yes,opposition,right,conservative
8313,FvD,2021,2021-11-18,"Kinderen zonder toestemming van hun ouders of bewijs van weloverwogen keuze, mogen zich NIET laten “vaccineren”. Maar De Jonge wil zo graag óók minderjarigen als proefkonijn voor zijn medische experiment, dat deze waarborgen hem niets interesseren. Bescherm onze kinderen! #FVD https://t.co/LzOIqt9c3T",yes,opposition,right,conservative
8314,FvD,2021,2021-11-17,#FVD was al met afstand de grootste ledenpartij van Nederland. Maar een groei zoals nu hebben we nog nooit eerder meegemaakt. De magische grens van 50.000 leden komt in zicht! Goed om te zien dat Nederland in beweging komt. Sluit je ook aan! Voor VRIJHEID! https://t.co/Cyfw4Jb7gM https://t.co/EXBWRq7ypL,yes,opposition,right,conservative
8315,FvD,2021,2021-11-17,Inderdaad. Onze Kamerleden zijn nog steeds beschikbaar @op1npo! Make the call!,yes,opposition,right,conservative
8316,FvD,2021,2021-11-17,"“Coronamaatregelen”, waar doen we het voor? De cijfers laten het duidelijk zien: de “vaccins”, lockdowns en QR-codes WERKEN NIET. Willen we de prijs van uitsluiting en onderdrukking betalen voor een virus vergelijkbaar met de griep? https://t.co/wLVp0Bz7xA #BaudetHeeftGelijk #FVD",yes,opposition,right,conservative
